date,Year,Period,labor force participation rate,employment-population ratio,labor force,employment,unemployment,unemployment rate,State,Cluster
2019-03-01,2019,Mar,61.8,58.8,3403114,3237376,165738,4.9,Arizona,0
2019-04-01,2019,Apr,61.9,58.9,3411191,3246786,164405,4.8,Arizona,0
2019-05-01,2019,May,61.9,59,3419960,3256037,163923,4.8,Arizona,0
2019-06-01,2019,Jun,62,59,3429122,3264545,164577,4.8,Arizona,0
2019-07-01,2019,Jul,62.1,59.1,3438010,3271994,166016,4.8,Arizona,0
2019-08-01,2019,Aug,62.1,59.1,3446052,3278754,167298,4.9,Arizona,0
2019-09-01,2019,Sep,62.1,59.1,3453772,3286299,167473,4.8,Arizona,0
2019-10-01,2019,Oct,62.1,59.1,3462324,3294676,167648,4.8,Arizona,0
2019-11-01,2019,Nov,62.2,59.2,3471514,3302812,168702,4.9,Arizona,0
2019-12-01,2019,Dec,62.2,59.2,3478699,3308073,170626,4.9,Arizona,0
2020-01-01,2020,Jan,62.2,59.1,3481405,3308621,172784,5,Arizona,0
2020-02-01,2020,Feb,62,58.9,3479167,3304189,174978,5,Arizona,0
2020-03-01,2020,Mar,61.8,58.7,3474013,3297225,176788,5.1,Arizona,0
2020-04-01,2020,Apr,60.3,51.9,3393096,2919929,473167,13.9,Arizona,0
2020-05-01,2020,May,60.9,54.2,3432853,3053663,379190,11,Arizona,0
2020-06-01,2020,Jun,60.7,54.9,3426571,3101634,324937,9.5,Arizona,0
2020-07-01,2020,Jul,60.9,55.6,3442991,3147185,295806,8.6,Arizona,0
2020-08-01,2020,Aug,60.8,56.2,3447119,3184361,262758,7.6,Arizona,0
2020-09-01,2020,Sep,61.1,56.6,3465285,3214835,250450,7.2,Arizona,0
2020-10-01,2020,Oct,61,56.9,3469010,3235644,233366,6.7,Arizona,0
2020-11-01,2020,Nov,61,57.1,3475251,3250125,225126,6.5,Arizona,0
2020-12-01,2020,Dec,61.1,57.2,3482051,3261175,220876,6.3,Arizona,0
2021-01-01,2021,Jan,61.1,57.3,3486137,3272202,213935,6.1,Arizona,0
2021-02-01,2021,Feb,61.1,57.5,3494553,3284849,209704,6,Arizona,0
2021-03-01,2021,Mar,61.2,57.6,3503517,3299435,204082,5.8,Arizona,0
2021-04-01,2021,Apr,61.3,57.8,3512702,3314631,198071,5.6,Arizona,0
2021-05-01,2021,May,61.3,58,3519581,3329319,190262,5.4,Arizona,0
2021-06-01,2021,Jun,61.3,58.1,3525185,3342335,182850,5.2,Arizona,0
2021-07-01,2021,Jul,61.2,58.2,3527687,3355550,172137,4.9,Arizona,0
2021-08-01,2021,Aug,61.1,58.4,3528408,3368401,160007,4.5,Arizona,0
2021-09-01,2021,Sep,61,58.5,3528812,3381004,147808,4.2,Arizona,0
2021-10-01,2021,Oct,60.9,58.5,3530300,3391431,138869,3.9,Arizona,0
2021-11-01,2021,Nov,60.8,58.5,3530829,3394228,136601,3.9,Arizona,0
2021-12-01,2021,Dec,60.7,58.4,3531104,3394307,136797,3.9,Arizona,0
2022-01-01,2022,Jan,60.7,58.5,3536384,3406649,129735,3.7,Arizona,0
2012-01-01,2012,Jan,69.3,63.5,2747283,2517729,229554,8.4,Colorado,0
2012-02-01,2012,Feb,69.2,63.4,2744941,2517116,227825,8.3,Colorado,0
2012-03-01,2012,Mar,69.1,63.3,2743601,2516649,226952,8.3,Colorado,0
2012-04-01,2012,Apr,69,63.3,2743294,2516847,226447,8.3,Colorado,0
2012-05-01,2012,May,68.9,63.2,2744233,2518570,225663,8.2,Colorado,0
2012-06-01,2012,Jun,68.8,63.2,2746042,2521989,224053,8.2,Colorado,0
2012-07-01,2012,Jul,68.8,63.2,2748077,2526809,221268,8.1,Colorado,0
2012-08-01,2012,Aug,68.7,63.3,2750560,2532901,217659,7.9,Colorado,0
2012-09-01,2012,Sep,68.7,63.4,2753956,2539967,213989,7.8,Colorado,0
2012-10-01,2012,Oct,68.7,63.4,2757466,2546891,210575,7.6,Colorado,0
2012-11-01,2012,Nov,68.7,63.5,2760368,2552987,207381,7.5,Colorado,0
2012-12-01,2012,Dec,68.6,63.5,2762211,2558031,204180,7.4,Colorado,0
2013-01-01,2013,Jan,68.5,63.5,2762675,2561687,200988,7.3,Colorado,0
2013-02-01,2013,Feb,68.4,63.5,2762415,2564483,197932,7.2,Colorado,0
2013-03-01,2013,Mar,68.3,63.5,2762705,2567602,195103,7.1,Colorado,0
2013-04-01,2013,Apr,68.3,63.5,2764238,2571622,192616,7,Colorado,0
2013-05-01,2013,May,68.2,63.5,2766305,2575647,190658,6.9,Colorado,0
2013-06-01,2013,Jun,68.2,63.5,2768303,2579085,189218,6.8,Colorado,0
2013-07-01,2013,Jul,68.1,63.5,2769662,2581932,187730,6.8,Colorado,0
2013-08-01,2013,Aug,68,63.4,2769322,2584166,185156,6.7,Colorado,0
2013-09-01,2013,Sep,67.8,63.4,2767570,2586419,181151,6.5,Colorado,0
2013-10-01,2013,Oct,67.7,63.4,2766264,2589867,176397,6.4,Colorado,0
2013-11-01,2013,Nov,67.6,63.4,2767651,2595558,172093,6.2,Colorado,0
2013-12-01,2013,Dec,67.6,63.5,2772177,2603433,168744,6.1,Colorado,0
2014-01-01,2014,Jan,67.7,63.6,2778644,2613030,165614,6,Colorado,0
2014-02-01,2014,Feb,67.8,63.8,2785590,2623718,161872,5.8,Colorado,0
2014-03-01,2014,Mar,67.8,64,2791859,2634418,157441,5.6,Colorado,0
2014-04-01,2014,Apr,67.8,64.1,2796320,2644060,152260,5.4,Colorado,0
2014-05-01,2014,May,67.8,64.2,2799033,2652822,146211,5.2,Colorado,0
2014-06-01,2014,Jun,67.7,64.3,2800957,2661226,139731,5,Colorado,0
2014-07-01,2014,Jul,67.6,64.4,2802732,2669021,133711,4.8,Colorado,0
2014-08-01,2014,Aug,67.6,64.5,2805239,2676304,128935,4.6,Colorado,0
2014-09-01,2014,Sep,67.5,64.5,2808186,2682837,125349,4.5,Colorado,0
2014-10-01,2014,Oct,67.4,64.5,2810762,2688227,122535,4.4,Colorado,0
2014-11-01,2014,Nov,67.3,64.5,2811968,2691945,120023,4.3,Colorado,0
2014-12-01,2014,Dec,67.2,64.4,2812244,2694387,117857,4.2,Colorado,0
2015-01-01,2015,Jan,67.1,64.3,2812740,2696305,116435,4.1,Colorado,0
2015-02-01,2015,Feb,67,64.3,2813690,2698184,115506,4.1,Colorado,0
2015-03-01,2015,Mar,66.9,64.2,2815196,2700859,114337,4.1,Colorado,0
2015-04-01,2015,Apr,66.9,64.2,2817304,2704794,112510,4,Colorado,0
2015-05-01,2015,May,66.8,64.2,2819533,2709579,109954,3.9,Colorado,0
2015-06-01,2015,Jun,66.7,64.2,2821315,2714525,106790,3.8,Colorado,0
2015-07-01,2015,Jul,66.6,64.2,2823037,2719557,103480,3.7,Colorado,0
2015-08-01,2015,Aug,66.5,64.2,2825443,2724952,100491,3.6,Colorado,0
2015-09-01,2015,Sep,66.5,64.2,2829407,2731343,98064,3.5,Colorado,0
2015-10-01,2015,Oct,66.5,64.3,2835695,2739313,96382,3.4,Colorado,0
2015-11-01,2015,Nov,66.6,64.4,2844179,2748716,95463,3.4,Colorado,0
2015-12-01,2015,Dec,66.7,64.5,2853704,2758635,95069,3.3,Colorado,0
2016-01-01,2016,Jan,66.8,64.6,2862652,2767788,94864,3.3,Colorado,0
2016-02-01,2016,Feb,66.9,64.7,2870218,2775432,94786,3.3,Colorado,0
2016-03-01,2016,Mar,66.9,64.7,2876122,2781378,94744,3.3,Colorado,0
2016-04-01,2016,Apr,66.9,64.7,2880932,2786260,94672,3.3,Colorado,0
2016-05-01,2016,May,66.9,64.7,2885680,2791195,94485,3.3,Colorado,0
2016-06-01,2016,Jun,66.9,64.8,2891014,2797121,93893,3.2,Colorado,0
2016-07-01,2016,Jul,66.9,64.8,2896793,2804247,92546,3.2,Colorado,0
2016-08-01,2016,Aug,67,64.9,2902625,2812008,90617,3.1,Colorado,0
2016-09-01,2016,Sep,67,65,2908090,2819516,88574,3,Colorado,0
2016-10-01,2016,Oct,67,65,2912869,2826596,86273,3,Colorado,0
2016-11-01,2016,Nov,67,65.1,2917546,2834159,83387,2.9,Colorado,0
2016-12-01,2016,Dec,67,65.2,2922961,2842900,80061,2.7,Colorado,0
2017-01-01,2017,Jan,67,65.3,2911905,2836089,75816,2.6,Colorado,0
2017-02-01,2017,Feb,67.1,65.5,2920347,2847403,72944,2.5,Colorado,0
2017-03-01,2017,Mar,67.3,65.6,2930285,2859106,71179,2.4,Colorado,0
2017-04-01,2017,Apr,67.4,65.8,2941271,2870457,70814,2.4,Colorado,0
2017-05-01,2017,May,67.6,66,2952554,2880674,71880,2.4,Colorado,0
2017-06-01,2017,Jun,67.8,66.1,2963235,2888997,74238,2.5,Colorado,0
2017-07-01,2017,Jul,67.9,66.1,2973006,2895586,77420,2.6,Colorado,0
2017-08-01,2017,Aug,68,66.1,2981249,2900866,80383,2.7,Colorado,0
2017-09-01,2017,Sep,68,66.1,2987772,2905274,82498,2.8,Colorado,0
2017-10-01,2017,Oct,68,66.1,2993236,2909396,83840,2.8,Colorado,0
2017-11-01,2017,Nov,68.1,66.1,2998232,2913494,84738,2.8,Colorado,0
2017-12-01,2017,Dec,68.1,66.2,3003856,2918625,85231,2.8,Colorado,0
2018-01-01,2018,Jan,68.2,66.2,3011265,2925684,85581,2.8,Colorado,0
2018-02-01,2018,Feb,68.3,66.3,3021061,2934778,86283,2.9,Colorado,0
2018-03-01,2018,Mar,68.5,66.5,3032276,2944618,87658,2.9,Colorado,0
2018-04-01,2018,Apr,68.6,66.6,3042661,2953048,89613,2.9,Colorado,0
2018-05-01,2018,May,68.7,66.6,3050463,2958696,91767,3,Colorado,0
2018-06-01,2018,Jun,68.7,66.6,3055260,2961635,93625,3.1,Colorado,0
2018-07-01,2018,Jul,68.6,66.5,3057518,2962584,94934,3.1,Colorado,0
2018-08-01,2018,Aug,68.6,66.4,3058712,2962957,95755,3.1,Colorado,0
2018-09-01,2018,Sep,68.5,66.3,3060322,2964255,96067,3.1,Colorado,0
2018-10-01,2018,Oct,68.5,66.3,3063162,2967541,95621,3.1,Colorado,0
2018-11-01,2018,Nov,68.5,66.4,3067446,2973061,94385,3.1,Colorado,0
2018-12-01,2018,Dec,68.5,66.5,3072704,2980318,92386,3,Colorado,0
2019-01-01,2019,Jan,68.6,66.6,3078085,2988314,89771,2.9,Colorado,0
2019-02-01,2019,Feb,68.6,66.7,3082935,2996360,86575,2.8,Colorado,0
2019-03-01,2019,Mar,68.6,66.8,3087255,3003973,83282,2.7,Colorado,0
2019-04-01,2019,Apr,68.6,66.8,3091746,3011221,80525,2.6,Colorado,0
2019-05-01,2019,May,68.6,66.9,3096196,3017467,78729,2.5,Colorado,0
2019-06-01,2019,Jun,68.6,66.9,3100170,3022172,77998,2.5,Colorado,0
2019-07-01,2019,Jul,68.6,66.9,3103416,3025390,78026,2.5,Colorado,0
2019-08-01,2019,Aug,68.6,66.9,3106235,3027998,78237,2.5,Colorado,0
2019-09-01,2019,Sep,68.6,66.9,3109722,3031501,78221,2.5,Colorado,0
2019-10-01,2019,Oct,68.6,66.9,3114264,3035664,78600,2.5,Colorado,0
2019-11-01,2019,Nov,68.6,66.9,3119391,3039557,79834,2.6,Colorado,0
2019-12-01,2019,Dec,68.6,66.8,3122796,3040942,81854,2.6,Colorado,0
2020-01-01,2020,Jan,68.6,66.7,3122529,3038414,84115,2.7,Colorado,0
2020-02-01,2020,Feb,68.4,66.5,3117993,3032120,85873,2.8,Colorado,0
2020-03-01,2020,Mar,69.6,66.3,3178419,3024629,153790,4.8,Colorado,0
2020-04-01,2020,Apr,66.1,58.4,3018545,2667130,351415,11.6,Colorado,0
2020-05-01,2020,May,67.9,59.9,3103940,2737435,366505,11.8,Colorado,0
2020-06-01,2020,Jun,68,60.5,3111741,2770139,341602,11,Colorado,0
2020-07-01,2020,Jul,65.6,61.3,3006748,2807950,198798,6.6,Colorado,0
2020-08-01,2020,Aug,66,61.9,3027478,2839943,187535,6.2,Colorado,0
2020-09-01,2020,Sep,66.7,62.5,3063615,2868371,195244,6.4,Colorado,0
2020-10-01,2020,Oct,67,62.8,3076024,2887428,188596,6.1,Colorado,0
2020-11-01,2020,Nov,67.3,63.1,3092744,2901044,191700,6.2,Colorado,0
2020-12-01,2020,Dec,67.6,63.3,3111186,2911239,199947,6.4,Colorado,0
2021-01-01,2021,Jan,67.7,63.4,3115249,2920988,194261,6.2,Colorado,0
2021-02-01,2021,Feb,67.9,63.6,3126937,2932239,194698,6.2,Colorado,0
2021-03-01,2021,Mar,68,63.9,3136851,2945538,191313,6.1,Colorado,0
2021-04-01,2021,Apr,68.3,64.1,3149810,2959120,190690,6.1,Colorado,0
2021-05-01,2021,May,68.3,64.4,3154026,2971450,182576,5.8,Colorado,0
2021-06-01,2021,Jun,68.5,64.5,3167911,2981789,186122,5.9,Colorado,0
2021-07-01,2021,Jul,68.5,64.7,3169069,2991698,177371,5.6,Colorado,0
2021-08-01,2021,Aug,68.5,64.8,3171815,3002482,169333,5.3,Colorado,0
2021-09-01,2021,Sep,68.3,65,3164367,3014432,149935,4.7,Colorado,0
2021-10-01,2021,Oct,68.3,65.2,3169784,3026333,143451,4.5,Colorado,0
2021-11-01,2021,Nov,68.3,65.3,3170872,3033312,137560,4.3,Colorado,0
2021-12-01,2021,Dec,68.2,65.3,3170694,3037677,133017,4.2,Colorado,0
2022-01-01,2022,Jan,68.5,65.7,3187417,3055156,132261,4.1,Colorado,0
2012-01-01,2012,Jan,63.7,58.3,3195782,2926439,269343,8.4,Indiana,0
2012-02-01,2012,Feb,63.5,58.2,3188573,2924640,263933,8.3,Indiana,0
2012-03-01,2012,Mar,63.3,58.1,3180618,2919810,260808,8.2,Indiana,0
2012-04-01,2012,Apr,63.1,58,3172844,2913076,259768,8.2,Indiana,0
2012-05-01,2012,May,63,57.8,3166824,2906905,259919,8.2,Indiana,0
2012-06-01,2012,Jun,62.9,57.7,3163404,2903332,260072,8.2,Indiana,0
2012-07-01,2012,Jul,62.8,57.7,3162320,2902854,259466,8.2,Indiana,0
2012-08-01,2012,Aug,62.8,57.7,3163313,2904676,258637,8.2,Indiana,0
2012-09-01,2012,Sep,62.8,57.7,3166249,2907739,258510,8.2,Indiana,0
2012-10-01,2012,Oct,62.9,57.7,3169729,2910539,259190,8.2,Indiana,0
2012-11-01,2012,Nov,62.9,57.7,3172886,2912626,260260,8.2,Indiana,0
2012-12-01,2012,Dec,62.9,57.7,3175152,2914128,261024,8.2,Indiana,0
2013-01-01,2013,Jan,62.9,57.7,3176337,2915330,261007,8.2,Indiana,0
2013-02-01,2013,Feb,62.9,57.7,3177057,2917239,259818,8.2,Indiana,0
2013-03-01,2013,Mar,62.9,57.8,3178518,2921428,257090,8.1,Indiana,0
2013-04-01,2013,Apr,62.9,57.9,3181648,2928625,253023,8,Indiana,0
2013-05-01,2013,May,63,58.1,3185716,2937252,248464,7.8,Indiana,0
2013-06-01,2013,Jun,63,58.2,3190582,2946381,244201,7.7,Indiana,0
2013-07-01,2013,Jul,63.1,58.4,3196530,2956324,240206,7.5,Indiana,0
2013-08-01,2013,Aug,63.2,58.5,3201733,2966614,235119,7.3,Indiana,0
2013-09-01,2013,Sep,63.2,58.7,3204516,2976182,228334,7.1,Indiana,0
2013-10-01,2013,Oct,63.2,58.8,3205501,2984597,220904,6.9,Indiana,0
2013-11-01,2013,Nov,63.2,58.9,3206192,2992216,213976,6.7,Indiana,0
2013-12-01,2013,Dec,63.2,59.1,3207647,2999291,208356,6.5,Indiana,0
2014-01-01,2014,Jan,63.2,59.2,3210348,3006208,204140,6.4,Indiana,0
2014-02-01,2014,Feb,63.2,59.3,3214183,3013026,201157,6.3,Indiana,0
2014-03-01,2014,Mar,63.3,59.4,3218859,3019531,199328,6.2,Indiana,0
2014-04-01,2014,Apr,63.4,59.5,3222985,3024974,198011,6.1,Indiana,0
2014-05-01,2014,May,63.4,59.5,3226182,3030027,196155,6.1,Indiana,0
2014-06-01,2014,Jun,63.4,59.6,3228715,3035235,193480,6,Indiana,0
2014-07-01,2014,Jul,63.4,59.7,3230459,3039980,190479,5.9,Indiana,0
2014-08-01,2014,Aug,63.4,59.7,3233023,3044917,188106,5.8,Indiana,0
2014-09-01,2014,Sep,63.5,59.8,3237161,3050703,186458,5.8,Indiana,0
2014-10-01,2014,Oct,63.5,59.9,3241264,3056667,184597,5.7,Indiana,0
2014-11-01,2014,Nov,63.5,60,3243507,3061704,181803,5.6,Indiana,0
2014-12-01,2014,Dec,63.5,60,3243867,3065804,178063,5.5,Indiana,0
2015-01-01,2015,Jan,63.5,60.1,3243609,3069876,173733,5.4,Indiana,0
2015-02-01,2015,Feb,63.5,60.2,3243958,3074662,169296,5.2,Indiana,0
2015-03-01,2015,Mar,63.5,60.3,3245723,3080816,164907,5.1,Indiana,0
2015-04-01,2015,Apr,63.6,60.4,3249285,3088493,160792,4.9,Indiana,0
2015-05-01,2015,May,63.6,60.6,3254041,3096911,157130,4.8,Indiana,0
2015-06-01,2015,Jun,63.7,60.7,3258941,3105042,153899,4.7,Indiana,0
2015-07-01,2015,Jul,63.8,60.8,3264081,3112811,151270,4.6,Indiana,0
2015-08-01,2015,Aug,63.9,60.9,3269717,3120334,149383,4.6,Indiana,0
2015-09-01,2015,Sep,64,61.1,3276546,3128292,148254,4.5,Indiana,0
2015-10-01,2015,Oct,64.1,61.2,3286118,3137870,148248,4.5,Indiana,0
2015-11-01,2015,Nov,64.3,61.4,3298722,3149094,149628,4.5,Indiana,0
2015-12-01,2015,Dec,64.6,61.6,3312477,3160677,151800,4.6,Indiana,0
2016-01-01,2016,Jan,64.8,61.8,3324395,3170641,153754,4.6,Indiana,0
2016-02-01,2016,Feb,64.9,61.9,3332857,3178012,154845,4.6,Indiana,0
2016-03-01,2016,Mar,65,61.9,3337674,3183002,154672,4.6,Indiana,0
2016-04-01,2016,Apr,65,62,3339764,3186380,153384,4.6,Indiana,0
2016-05-01,2016,May,64.9,62,3340290,3189022,151268,4.5,Indiana,0
2016-06-01,2016,Jun,64.9,62,3339805,3191314,148491,4.4,Indiana,0
2016-07-01,2016,Jul,64.8,62,3338179,3192914,145265,4.4,Indiana,0
2016-08-01,2016,Aug,64.7,62,3335426,3193276,142150,4.3,Indiana,0
2016-09-01,2016,Sep,64.6,61.9,3331610,3191886,139724,4.2,Indiana,0
2016-10-01,2016,Oct,64.5,61.8,3326557,3188983,137574,4.1,Indiana,0
2016-11-01,2016,Nov,64.4,61.7,3321175,3186375,134800,4.1,Indiana,0
2016-12-01,2016,Dec,64.3,61.7,3317083,3185941,131142,4,Indiana,0
2017-01-01,2017,Jan,64.1,61.7,3320460,3193478,126982,3.8,Indiana,0
2017-02-01,2017,Feb,64.1,61.8,3321490,3199571,121919,3.7,Indiana,0
2017-03-01,2017,Mar,64.2,61.9,3324093,3206656,117437,3.5,Indiana,0
2017-04-01,2017,Apr,64.2,62,3327805,3213301,114504,3.4,Indiana,0
2017-05-01,2017,May,64.3,62.1,3331884,3218341,113543,3.4,Indiana,0
2017-06-01,2017,Jun,64.3,62.1,3335421,3221008,114413,3.4,Indiana,0
2017-07-01,2017,Jul,64.3,62.1,3338155,3221914,116241,3.5,Indiana,0
2017-08-01,2017,Aug,64.3,62,3339376,3221848,117528,3.5,Indiana,0
2017-09-01,2017,Sep,64.2,62,3338942,3221577,117365,3.5,Indiana,0
2017-10-01,2017,Oct,64.2,62,3338238,3222593,115645,3.5,Indiana,0
2017-11-01,2017,Nov,64.2,62,3338651,3225487,113164,3.4,Indiana,0
2017-12-01,2017,Dec,64.2,62.1,3341850,3231082,110768,3.3,Indiana,0
2018-01-01,2018,Jan,64.3,62.2,3349148,3239726,109422,3.3,Indiana,0
2018-02-01,2018,Feb,64.5,62.4,3360798,3251217,109581,3.3,Indiana,0
2018-03-01,2018,Mar,64.7,62.6,3375039,3264056,110983,3.3,Indiana,0
2018-04-01,2018,Apr,65,62.8,3388144,3275366,112778,3.3,Indiana,0
2018-05-01,2018,May,65.1,62.9,3397146,3282686,114460,3.4,Indiana,0
2018-06-01,2018,Jun,65.1,62.9,3401133,3285345,115788,3.4,Indiana,0
2018-07-01,2018,Jul,65.1,62.8,3400096,3283445,116651,3.4,Indiana,0
2018-08-01,2018,Aug,65,62.7,3396268,3278925,117343,3.5,Indiana,0
2018-09-01,2018,Sep,64.8,62.6,3392436,3274280,118156,3.5,Indiana,0
2018-10-01,2018,Oct,64.8,62.5,3390415,3271337,119078,3.5,Indiana,0
2018-11-01,2018,Nov,64.7,62.4,3391347,3271490,119857,3.5,Indiana,0
2018-12-01,2018,Dec,64.8,62.5,3393902,3274242,119660,3.5,Indiana,0
2019-01-01,2019,Jan,64.8,62.5,3395581,3277560,118021,3.5,Indiana,0
2019-02-01,2019,Feb,64.7,62.5,3394752,3279698,115054,3.4,Indiana,0
2019-03-01,2019,Mar,64.6,62.5,3391727,3279987,111740,3.3,Indiana,0
2019-04-01,2019,Apr,64.5,62.5,3388261,3279236,109025,3.2,Indiana,0
2019-05-01,2019,May,64.4,62.4,3385691,3278133,107558,3.2,Indiana,0
2019-06-01,2019,Jun,64.4,62.3,3384943,3277535,107408,3.2,Indiana,0
2019-07-01,2019,Jul,64.4,62.3,3386745,3278223,108522,3.2,Indiana,0
2019-08-01,2019,Aug,64.4,62.3,3390517,3280293,110224,3.3,Indiana,0
2019-09-01,2019,Sep,64.5,62.3,3395468,3284192,111276,3.3,Indiana,0
2019-10-01,2019,Oct,64.5,62.4,3400039,3288340,111699,3.3,Indiana,0
2019-11-01,2019,Nov,64.5,62.4,3401751,3289902,111849,3.3,Indiana,0
2019-12-01,2019,Dec,64.4,62.3,3399350,3286765,112585,3.3,Indiana,0
2020-01-01,2020,Jan,64.3,62.1,3392684,3278899,113785,3.4,Indiana,0
2020-02-01,2020,Feb,64,61.9,3381598,3266921,114677,3.4,Indiana,0
2020-03-01,2020,Mar,62.5,60.3,3301107,3186840,114267,3.5,Indiana,0
2020-04-01,2020,Apr,60.8,50.6,3215828,2675425,540403,16.8,Indiana,0
2020-05-01,2020,May,62.2,54.5,3285590,2880318,405272,12.3,Indiana,0
2020-06-01,2020,Jun,62.3,55.9,3291193,2954875,336318,10.2,Indiana,0
2020-07-01,2020,Jul,62.8,57.2,3318743,3025195,293548,8.8,Indiana,0
2020-08-01,2020,Aug,62.7,58.2,3319412,3081234,238178,7.2,Indiana,0
2020-09-01,2020,Sep,63.1,59.1,3337823,3126233,211590,6.3,Indiana,0
2020-10-01,2020,Oct,63,59.6,3337720,3154581,183139,5.5,Indiana,0
2020-11-01,2020,Nov,63,59.8,3341055,3171442,169613,5.1,Indiana,0
2020-12-01,2020,Dec,63,60,3341005,3180196,160809,4.8,Indiana,0
2021-01-01,2021,Jan,62.9,60.1,3334847,3185199,149648,4.5,Indiana,0
2021-02-01,2021,Feb,62.9,60.2,3334943,3190228,144715,4.3,Indiana,0
2021-03-01,2021,Mar,62.9,60.3,3337111,3196521,140590,4.2,Indiana,0
2021-04-01,2021,Apr,62.9,60.3,3340145,3202244,137901,4.1,Indiana,0
2021-05-01,2021,May,62.9,60.4,3339151,3205510,133641,4,Indiana,0
2021-06-01,2021,Jun,62.8,60.3,3335236,3204945,130291,3.9,Indiana,0
2021-07-01,2021,Jul,62.6,60.2,3325483,3202867,122616,3.7,Indiana,0
2021-08-01,2021,Aug,62.3,60.2,3313881,3201181,112700,3.4,Indiana,0
2021-09-01,2021,Sep,62.1,60.2,3304180,3202775,101405,3.1,Indiana,0
2021-10-01,2021,Oct,61.9,60.2,3299997,3207432,92565,2.8,Indiana,0
2021-11-01,2021,Nov,61.9,60.2,3301190,3212045,89145,2.7,Indiana,0
2021-12-01,2021,Dec,61.9,60.3,3303425,3214734,88691,2.7,Indiana,0
2022-01-01,2022,Jan,61.9,60.4,3304953,3225078,79875,2.4,Indiana,0
2012-01-01,2012,Jan,60.7,55.5,2050998,1876189,174809,8.5,Kentucky,0
2012-02-01,2012,Feb,60.6,55.5,2048659,1877591,171068,8.4,Kentucky,0
2012-03-01,2012,Mar,60.5,55.5,2048252,1879434,168818,8.2,Kentucky,0
2012-04-01,2012,Apr,60.6,55.6,2049721,1881638,168083,8.2,Kentucky,0
2012-05-01,2012,May,60.6,55.7,2052837,1884530,168307,8.2,Kentucky,0
2012-06-01,2012,Jun,60.7,55.7,2057041,1888219,168822,8.2,Kentucky,0
2012-07-01,2012,Jul,60.8,55.8,2061588,1892555,169033,8.2,Kentucky,0
2012-08-01,2012,Aug,60.9,55.9,2065968,1897095,168873,8.2,Kentucky,0
2012-09-01,2012,Sep,61,56,2069786,1901222,168564,8.1,Kentucky,0
2012-10-01,2012,Oct,61,56.1,2072317,1904250,168067,8.1,Kentucky,0
2012-11-01,2012,Nov,61,56.1,2073384,1905934,167450,8.1,Kentucky,0
2012-12-01,2012,Dec,61,56.1,2072953,1906182,166771,8,Kentucky,0
2013-01-01,2013,Jan,60.9,56,2071047,1904810,166237,8,Kentucky,0
2013-02-01,2013,Feb,60.8,55.9,2068320,1902317,166003,8,Kentucky,0
2013-03-01,2013,Mar,60.7,55.8,2065701,1899808,165893,8,Kentucky,0
2013-04-01,2013,Apr,60.6,55.7,2064135,1898417,165718,8,Kentucky,0
2013-05-01,2013,May,60.5,55.7,2063352,1897711,165641,8,Kentucky,0
2013-06-01,2013,Jun,60.5,55.6,2062469,1896774,165695,8,Kentucky,0
2013-07-01,2013,Jul,60.4,55.5,2060497,1894998,165499,8,Kentucky,0
2013-08-01,2013,Aug,60.2,55.4,2056498,1892207,164291,8,Kentucky,0
2013-09-01,2013,Sep,60,55.3,2050680,1888658,162022,7.9,Kentucky,0
2013-10-01,2013,Oct,59.8,55.2,2044372,1884947,159425,7.8,Kentucky,0
2013-11-01,2013,Nov,59.6,55,2038670,1881766,156904,7.7,Kentucky,0
2013-12-01,2013,Dec,59.5,55,2034084,1879552,154532,7.6,Kentucky,0
2014-01-01,2014,Jan,59.4,54.9,2030616,1878659,151957,7.5,Kentucky,0
2014-02-01,2014,Feb,59.3,54.9,2027674,1878905,148769,7.3,Kentucky,0
2014-03-01,2014,Mar,59.1,54.9,2024499,1879447,145052,7.2,Kentucky,0
2014-04-01,2014,Apr,59,54.9,2020074,1879242,140832,7,Kentucky,0
2014-05-01,2014,May,58.8,54.8,2014317,1878442,135875,6.7,Kentucky,0
2014-06-01,2014,Jun,58.6,54.8,2008207,1877753,130454,6.5,Kentucky,0
2014-07-01,2014,Jul,58.4,54.8,2002336,1877122,125214,6.3,Kentucky,0
2014-08-01,2014,Aug,58.2,54.7,1997344,1876646,120698,6,Kentucky,0
2014-09-01,2014,Sep,58.1,54.7,1993235,1876403,116832,5.9,Kentucky,0
2014-10-01,2014,Oct,58,54.7,1989610,1876386,113224,5.7,Kentucky,0
2014-11-01,2014,Nov,57.8,54.6,1986279,1876349,109930,5.5,Kentucky,0
2014-12-01,2014,Dec,57.7,54.6,1983555,1876205,107350,5.4,Kentucky,0
2015-01-01,2015,Jan,57.7,54.6,1981477,1875886,105591,5.3,Kentucky,0
2015-02-01,2015,Feb,57.6,54.6,1979937,1875247,104690,5.3,Kentucky,0
2015-03-01,2015,Mar,57.5,54.5,1978823,1874526,104297,5.3,Kentucky,0
2015-04-01,2015,Apr,57.5,54.5,1977936,1873917,104019,5.3,Kentucky,0
2015-05-01,2015,May,57.5,54.4,1976817,1873250,103567,5.2,Kentucky,0
2015-06-01,2015,Jun,57.4,54.4,1975226,1872397,102829,5.2,Kentucky,0
2015-07-01,2015,Jul,57.3,54.4,1974094,1871994,102100,5.2,Kentucky,0
2015-08-01,2015,Aug,57.3,54.3,1974414,1872627,101787,5.2,Kentucky,0
